x_m,y_m,w_tr_right_m,w_tr_left_m
1.007182,7.116407,0.777896,0.718592
1.087767,7.057333,0.793116,0.738180
1.167407,6.996996,0.806773,0.767468
1.246554,6.936009,0.819620,0.793515
1.324912,6.874026,0.836148,0.812853
1.400645,6.808866,0.860071,0.827770
1.473999,6.741044,0.891268,0.857049
1.544348,6.670115,0.928287,0.900396
1.610362,6.595123,0.957795,0.957130
1.673671,6.517858,0.970217,1.012773
1.731785,6.436603,0.983520,1.072281
1.782743,6.350714,0.998319,1.129699
1.825424,6.260453,1.013623,1.197376
1.859446,6.166583,1.029258,1.275312
1.882019,6.069324,1.042560,1.362359
1.893216,5.970159,1.053782,1.447968
1.892738,5.870293,1.053308,1.448446
1.882763,5.770893,1.043350,1.440510
1.866593,5.672327,1.027134,1.402660
1.842592,5.575353,1.003021,1.374759
1.810309,5.480831,0.979213,1.322851
1.771094,5.388933,0.948745,1.269477
1.728049,5.298767,0.923949,1.225762
1.685490,5.208366,0.910050,1.188347
1.644693,5.117160,0.908945,1.152719
1.602897,5.026405,0.912255,1.118152
1.559449,4.936428,0.919958,1.085330
1.511597,4.848721,0.924561,1.042418
1.462615,4.761634,0.912600,1.000859
1.410616,4.676334,0.902799,0.971251
1.354524,4.593647,0.899149,0.952474
1.297031,4.511938,0.900276,0.935379
1.237060,4.432019,0.893101,0.924757
1.174204,4.354350,0.893418,0.928519
1.110406,4.277456,0.894041,0.936749
1.044486,4.202368,0.882054,0.917592
0.976813,4.128862,0.877410,0.898051
0.908591,4.055859,0.880792,0.890116
0.838928,3.984237,0.882178,0.886070
0.767923,3.913938,0.881680,0.874799
0.695523,3.845080,0.869783,0.862644
0.622821,3.776539,0.847982,0.859880
0.549499,3.708661,0.836704,0.860810
0.476762,3.640155,0.833714,0.863799
0.404205,3.571459,0.830985,0.866529
0.332943,3.501435,0.830110,0.867405
0.263922,3.429191,0.832390,0.865126
0.197872,3.354249,0.843031,0.867468
0.135997,3.275815,0.870344,0.874956
0.078515,3.194105,0.888404,0.865794
0.026364,3.108908,0.818896,0.842332
-0.019818,3.020345,0.753733,0.821957
-0.059246,2.928571,0.703376,0.805957
-0.091390,2.833987,0.669761,0.794362
-0.116993,2.737425,0.644210,0.781213
-0.131483,2.638607,0.629676,0.756941
-0.139147,2.538988,0.615798,0.713831
-0.140727,2.439109,0.583914,0.674078
-0.135897,2.339320,0.574437,0.641184
-0.127097,2.239794,0.573094,0.607393
-0.117066,2.140380,0.553967,0.569718
-0.108848,2.040805,0.550714,0.549711
-0.104148,1.941000,0.555416,0.545015
-0.100299,1.841166,0.556224,0.541170
-0.096633,1.741317,0.532708,0.537507
-0.095338,1.641418,0.522403,0.536212
-0.090688,1.541621,0.518757,0.531567
-0.084486,1.441900,0.524956,0.525373
-0.077003,1.342268,0.532434,0.524097
-0.067739,1.242784,0.541692,0.539847
-0.056933,1.143459,0.531733,0.556952
-0.045445,1.044209,0.519359,0.572578
-0.034282,0.944918,0.525692,0.604834
-0.024124,0.845518,0.535815,0.649464
-0.012813,0.746244,0.520462,0.684708
0.000902,0.647278,0.513460,0.709825
0.018268,0.548892,0.529300,0.737394
0.042929,0.452139,0.553658,0.770109
0.076679,0.358136,0.577422,0.805356
0.119900,0.268115,0.600122,0.838575
0.173849,0.184121,0.637410,0.859878
0.239082,0.108599,0.698487,0.867161
0.315092,0.043954,0.775173,0.861924
